titre_comm,comm,dateAvis,dateSejour,loc,note,photo,id
Services d'un 4 étoiles absents,"En soit l'hôtel est beau : l'expérience immersive est réussie. Le personnel est d'une gentillesse extrême. Avec une mention spéciale pour Candida de la salle de petit déjeuné de l'empire state club. Tous le personnel est particulièrement au petit soin, très dévoué...Les chambres sont belles, bien rénovées. Un bémol aux salles de bain qui n'ont rien de particulier et présentent déjà quelques malfaçons... Ma plus grande déception repose sur le service en chambre PAYANT !!! 10 € par personne ! Sachant que dans cet hôtel 4 étoiles j'étais en chambre empire state club !! En France, le room service est un minimum dans les 4 étoiles ! J'ai payé un séjour particulièrement cher pour obtenir de vrais services !!! ...C'est une véritable arnaque !",JO JOSEPHYNE a écrit un avis (févr. 2022),Date du séjour : décembre 2021,"Meze, France",bubble_30,no,"JO JOSEPHYNE a écrit un avis (févr. 2022)Meze, Francebubble_30"
Outstanding stay in a fantastic venue!,"From the moment we walked into the hotel lobby we were blown away. The Manhattan theme is perfectly executed throughout, with Marvel artwork, memorabilia and shop blending in seamlessly. The staff were friendly, welcoming and very helpful throughout our stay. Baggage storage upon our arrival was very efficient and it was delivered to our room by the time we returned from the park later that day.  The room itself was spacious, with great facilities (a British plug socket was a welcome surprise) including a massive television (with the ability to cast from a device onto it), excellent tea/coffee machine and extremely comfortable bed and pillows (2 different types for those who prefer a softer or firmer pillow). Little touches like soap with the Avengers logo and a single piece of…",GemmaC5 a écrit un avis (févr. 2022),Date du séjour : février 2022,"Coleraine, Royaume-Uni",bubble_50,yes,"GemmaC5 a écrit un avis (févr. 2022)Coleraine, Royaume-Unibubble_50"
Weekend à Disney,"Suite à une réservation groupée (hôtel + entrée au parc) à partir de l hôtel, il est fort regrettable que l hôtel n indique pas qu il faille récupérer les billets d entrée à l hôtel.  Ça nous aurait éviter de faire 45 minutes de queue !  En revanche l hôtel, les  bars et restaurants sont à la hauteur de la prestation.   Nous recommandons.",Coralie a écrit un avis (févr. 2022),Date du séjour : février 2022,"Sassenage, France",bubble_40,no,"Coralie a écrit un avis (févr. 2022)Sassenage, Francebubble_40"
Juste WHAOU,MAGNIFIQUE ! L'hôtel est superbe ! La thématisation et l'immersion dans l'univers de Marvel est parfaite !  Les chambres sont vraiment confortables et la décoration est épurée et moderne . On a adoré y séjourner ! Les cast members sont vraiment adorable chaleureux et à l'écoute !  Gros plus pour la rencontre avec Spider Man ! Ma fille en est sortie des étoiles plein les yeux! Le bar et les restaurants ainsi que la boutique sont au top !  Hâte de revenir ! ,DisneyDreams1420 a écrit un avis (févr. 2022),Date du séjour : janvier 2022,"Le Muy, France",bubble_50,yes,"DisneyDreams1420 a écrit un avis (févr. 2022)Le Muy, Francebubble_50"
Whaou,"Nous avons passé une nuit à l'hôtel Marvel et qu'elle expérience. Nous sommes ravis, l'accueil est excellent,la déco est fabuleuse, l'ambiance est magique. Je déconseille le restaurant Downtown,un peu trop bruyant même si les cast ont été d'une gentillesse hors pair Je recommande, j'espère pourvoir revenir mais le prix freine un peu la fidélité",61nlm14 a écrit un avis (févr. 2022),Date du séjour : février 2022,"Caen, France",bubble_50,yes,"61nlm14 a écrit un avis (févr. 2022)Caen, Francebubble_50"
Magique,"Une première fois dans un hôtel Disney. Nous habitons à 45 minutes du parc du coup habituellement nous rentrons chez nous.  Cette fois nous avons réservé 2 jours dans les parcs et 1 nuit à l'hôtel Marvel.  Une découverte incroyable, un séjour de rêve. Nous en avons pris plein les yeux !  Une chambre spacieuse, magnifique, très propre.  Les lits sont bien grand, nous sommes grands (1m80 pour moi et 1m82 pour mon mari).  L'accueil est chaleureux. Le petit déjeuner copieux, il y a du choix et c'est de qualité. Nous avons vraiment passé un séjour merveilleux. Merci pour ces étoiles dans nos yeux ",Emi O a écrit un avis (févr. 2022),Date du séjour : février 2022,"Saint Brice Sous Foret, France",bubble_50,yes,"Emi O a écrit un avis (févr. 2022)Saint Brice Sous Foret, Francebubble_50"
Excellent,"Très bel hôtel, bien situé, bien décoré, avec une belle piscine, petit déjeuner excellent, des activités proposées aux enfants, la possibilité de prendre des photos avec Spiderman, les chambres sont très spacieuses, le personnel est très agréable et aux petits soins. Notre séjour en famille était parfait.",Asilys a écrit un avis (févr. 2022),Date du séjour : février 2022,"None, None",bubble_50,yes,"Asilys a écrit un avis (févr. 2022)None, Nonebubble_50"
Très bon séjour,"Nous avons passé un très bon séjour dans cet hôtel, le personnel est très accueillant et disponible, la chambre est propre et la literie confortable , nous avons eu la chance d’avoir une jolie vue sur le château depuis notre chambre, le lit bébé a été mis à notre disposition. Il y a des prises pour recharger les voitures électriques ce qui est très agréable. Nous reviendrons avec plaisir.",MarieGLVV a écrit un avis (févr. 2022),Date du séjour : février 2022,"None, None",bubble_50,no,"MarieGLVV a écrit un avis (févr. 2022)None, Nonebubble_50"
Molto organizzato ..... all'apparenza,"Il problema sta nel rapporto qualità prezzo. Con cifre attorno ai 400€ a notte non esiste sapone consumato porta asciugamani rotto, frigobar vuoto e 4 caffè contati. Per il resto possiamo discuterne. Comunque legato al Disney park & Studios quindi in un certo senso obbligati però sul pricing è fuori standard. Parli con la concierge per i problemi di cui sopra, prende nota, ouì ouì Messier e poi se ne sbattono le balle. NCS Non ci siamo",Giuseppe a écrit un avis (févr. 2022),Date du séjour : février 2022,"Ospitaletto, Italie",bubble_30,no,"Giuseppe a écrit un avis (févr. 2022)Ospitaletto, Italiebubble_30"
Magnifique,Séjour incroyable dans un cadre magnifique et tout en détail Marvel ! Le personnel est très accueillant et à disposition. Pleins de services disponibles pour passer un séjour de rêve. Chambre moderne et très confortable. Je recommande pour passer un agréable moment.,Emeline a écrit un avis (févr. 2022),Date du séjour : février 2022,"None, None",bubble_50,no,"Emeline a écrit un avis (févr. 2022)None, Nonebubble_50"
Séjour chez Marvel,Découverte pour nous dans cet hôtel qui nous plonge entièrement dans l’univers Marvel. Tout est fait et pensé avec goût. Les équipes sont super accueillante. La piscine est parfaite après une journée au parc. Chambre très agréable avec une superbe vue sur le lac. Les restaurants sont un peu cher malgré tout.,Sarah a écrit un avis (févr. 2022),Date du séjour : février 2022,"Orange, France",bubble_50,no,"Sarah a écrit un avis (févr. 2022)Orange, Francebubble_50"
31 degrés la nuit en hivers dans les chambres ,"Nous avons trouvés cet hôtel très Joly et la déco au top. Par contre GROS problème de chauffage clim dans nos 3 chambres!!!! 31 degrés la nuit dans les chambres c'est compliqué ! Ils connaissent le problème mais n'arrivent pas à le régler... Dommage pour un 4 étoiles, c'est inadmissible ! Première et dernière fois pour nous !! ",TEMATIS83 a écrit un avis (févr. 2022),Date du séjour : février 2022,"Sanary-sur-Mer, France",bubble_40,yes,"TEMATIS83 a écrit un avis (févr. 2022)Sanary-sur-Mer, Francebubble_40"
Séjour très agréable,"Nous étions déjà venus en juin pour l ouverture et nous étions déjà ravis. Très bel hôtel, belles prestations, personnel souriant et accueillant. Nous reviendrons très prochainement avec grand plaisir... Seul reproche qui n a rien a voir avec l hôtel, la difficulté à les joindre... Impossible de joindre quelqu'un avant le séjour.","Caro ""0329"" a écrit un avis (févr. 2022)",Date du séjour : février 2022,"None, None",bubble_50,no,"Caro ""0329"" a écrit un avis (févr. 2022)None, Nonebubble_50"
Des étoiles plein les yeux ! ,"Nous avons séjourné sur l'hôtel ""The Art of Marvel"" et que dire ...   Nous sommes plongés ds l'ambiance Marvel du début à la fin pour notre plus grand plaisir ! L'hôtel est très propre, un petit parfum d'ambiance très agréable, le décor sublime, la piscine très appréciable après un journée sur les parcs, les cast members très sympathiques !  Concernant la chambre, la propreté est irréprochable (bravo aux agents d'entretien qui doivent avoir un travail colossal), l'équipement très suffisant (frigo, vittel, café, thé... gel douche, shampoing, linge de toilette...), la literie très confortable, la nuit très calme malgré l'immensité de l'hôtel !  Bravo !!   Un seul petit couac, nous avions réservé une chambre avec vue que nous n'avons pas eue (vue sur un arbre et le parc sportif…",Hélène C a écrit un avis (févr. 2022),Date du séjour : février 2022,"Rouen, France",bubble_50,yes,"Hélène C a écrit un avis (févr. 2022)Rouen, Francebubble_50"
Un magnifique séjour,"Nous avons passé en famille deux nuits au sein de cet hôtel et nous en gardons un très bon souvenir. Il a été très joliment décoré, la chambre est magnifique, le parfum d'ambiance agréable, la literie très confortable. La chambre comporte tout ce qu'il faut pour passer un séjour agréable: machine à expresso, table à repasser, nombreuses prises, plusieurs oreillers, eau vittel, frigo ) Le petit déjeuner très bon également accompagné d'une jolie musique d'ambiance. Le personnel est souriant et attentionné. Nous reviendrons avec plaisir dans ce superbe hôtel",Angélique M a écrit un avis (févr. 2022),Date du séjour : février 2022,"Vireux-Wallerand, France",bubble_50,no,"Angélique M a écrit un avis (févr. 2022)Vireux-Wallerand, Francebubble_50"
Sentiment mitigé,"Après un séjour de 3 jours dans cet hôtel, nous avons un sentiment un peu mitigé.   L’hôtel est très joli, moderne et respecte bien le thème Marvel. Mais le service en rapport qualité/prix n’est pas vraiment respecté. Nous avons eu plusieurs déception pendant les trois jours, que nous n’aurions pas attendu d’un hôtel de ce standing.   La chambre est moderne et élégante mais nous avions 2 lits double pour 3 adultes et clairement le lit double n’est pas approprié pour 2 adultes. Nous n’avions jamais eu ce problème dans les autres hôtels Disney, mais là nous avons vraiment été choquée de la petite taille du lit.   Concernant le petit-déjeuner et le buffet du soir, on pourrait s’attendre à beaucoup mieux vu le prix. Nous avons été très déçues car en effet il y a très peu de choix,…",Carol'Ann a écrit un avis (févr. 2022),Date du séjour : janvier 2022,"Lyon, France",bubble_30,no,"Carol'Ann a écrit un avis (févr. 2022)Lyon, Francebubble_30"
February family break,"Beautiful hotel lots of lovely touches throughout. Staff extremely helpful and friendly. Check in and out both very swift as plenty of staff on hand to keep queues moving.  Arrived at 11am and on the park by 11.30! Luggage in room after receiving text at 3 to say rooms were ready. Very efficient service.  Skyline bar has great atmosphere and super bar tenders/waiters.  View over lake, Disney village and lights at night from Newport bay absolutely stunning! We had adjoining room for a family of 5 which  gave us plenty of space having 4 double beds and plenty of seating. With the Disneyland hotel closed for renovations this proved to be a great alternative until it’s back!!",sladesredaspen a écrit un avis (févr. 2022),Date du séjour : février 2022,"Dublin, Irlande",bubble_50,no,"sladesredaspen a écrit un avis (févr. 2022)Dublin, Irlandebubble_50"
