titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue,latitude_city,longitude_city,Pays_recod,Contient_recod,lat_Pays,Lon_Pays,Ville_recod
Très bon séjour plongé dans l’univers Marvel,"Hôtel très bien rénové avec pour thème l’univers Marvel que l’on retrouve dans les espaces communs et les chambres. Ces dernières sont bien équipées avec baignoire, lit confortable et suffisamment d’espace. Le petit déjeuner est servi sous forme de buffet; bon choix de mets sucrés et salés avec une qualité correcte. Le personnel est très efficace et souriant. Un seul bémol, les couloirs ne sont pas bien nettoyés dans les étages ce qui dénote dans ce genre d’établissement. Néanmoins, un très bon choix pour séjourner en famille à Disneyland Paris.",janvier,2022,Paris, France,janvier,2022,4,no,fr,48.8588897,2.3200410217200766,France,Europe,48.8588785,2.3201019,Paris
"Emplacement et service impeccable 
Qualité de la nourriture … à revoir !","Nous aimons séjourner chez Disney avec nos enfants et nous reviendrons Le personnel est absolument charmant et aux petits soins (merci Karim au restaurant Manhattan le premier soir!!) Mais la qualité de la nourriture (et là je parlerai plus particulièrement du petit déjeuner … et de ce qui est servi au bar…) vraiment de qualité médiocre. Servez moins de choix et privilégiez la qualité ! Il y aura beaucoup moins de gâchis. La déco était à la hauteur, rien à dire sur la propreté de notre chambre non plus ! Les lits doubles étaient cela dit trop petits à notre goût. Les enfants sont rentrés heureux ! Cela n’a pas de prix (ou presque….)",décembre,2021,Metz, France,décembre,2021,3,no,fr,49.1196964,6.1763552,France,Europe,49.11966855,6.176703317431882,Metz
Belle ambiance ... mais le Covid gâche tout,"L hôtel New York Marvel est vraiment top, bien décoré, ambiance sympa,  belles chambres. Le resto Manhattan est bon et c est rare chez Disney, le bar n est as fantastique comme Cela peut être vendu parfois, mais il est agréable avec de bons cocktails.  Les points négatifs sont surtout liés au Covid, tous les matins on doit sortir de l hôtel pour aller chercher un bracelet validant le pas vaccinal. Jacuzzi de la piscine interdit, salle avec super héros « trop réglementée » une photo avec un masque alors que l on est seul dans une pièce de 100 m2 c est ridicule. Le personnel est vraiment trop stricte sur les masques les mains, à force on a l impression qu ils sont payés à engueuler les clients, mais quand on Demande un autre service la personne ... Dernière chose, interdit de…",décembre,2021,Genève, Suisse,décembre,2021,4,no,fr,46.2017559,6.1466014,Suisse,Europe,46.2018367,6.14692619999543,Genève
Un très bon séjour,"L’Hôtel est très confortable. La décoration conçue exclusivement pour l’hôtel est magnifique. Elle comblera tous les fans de Marvel !  Le personnel est dans l’ensemble très sympathique et à l’écoute.  Un merci tout spécial à Nair qui nous a très bien accueilli et qui a su nous faire oublier le retard de la chambre à l’arrivée…Elle nous a également fait une visite de l’hôtel et de ses  œuvres d’art  que nous avons beaucoup apprécié.  La suite Spider-Man était top, spacieuse, confortable avec une vue magnifique.  Nous avons également tout particulièrement apprécié les petits goûters l’après midi !  Notre petit regret ne pas avoir eu le temps de profiter de la piscine ! Mais nous n’avons pas dit notre dernier mot !",décembre,2021,None, None,décembre,2021,4,no,fr,44.933143,7.540121,None,None,None,None,None
Merveilleux séjour à l'hôtel Disney Marvel,"Visite Magique - Le décor de Noël bat son plein première visite à Disneyland Paris et c'était merveilleux. Dès l'instant où nous sommes arrivés, tout le personnel était sympathique et efficace, du personnel de sécurité à l'entrée à la merveilleuse réception accueillante. Nous sommes arrivés tôt, nous avons donc pu laisser nos bagages et nous diriger directement vers les parcs, facilement accessibles à pied depuis l'hôtel. Après avoir passé quelques heures à profiter de quelques manèges et à nous imprégner de l'atmosphère de Noël, nous sommes retournés nous enregistrer dans notre chambre à 17 heures. C'était merveilleux, moderne très neuf, beaucoup d'espace pour deux adultes. Nos bagages ont été livrés jusqu'à notre chambre environ 10 minutes après nous très efficace. Si vous êtes un fan de merveilles, c'est définitivement l'endroit qu'il vous faut. Nous avons passé un séjour fantastique et nous reviendrions certainement ici.",décembre,2021,Cork, Irlande,novembre,2021,5,yes,en,51.897077,-8.4654674,Irlande,Europe,51.89707645,-8.465493282528424,Cork
Parfait,"Très bon accueil; l’hotel est bien thématisé pour les fans de Marvel … et de New York. Suites spacieuses,  bien agencées et confortables. La piscine est agréable, les restaurants très bons et pas trop bruyants. Parfait pour nous.",décembre,2021,Clermont-Ferrand, France,décembre,2021,5,no,fr,45.7774551,3.0819427,France,Europe,45.7771211,3.0819439564611084,Clermont-Ferrand
HELP !,"Hôtel correct avec des chambres a peu près propres … nous avons eu beaucoup de poils et cheveux dans la baignoire.  Par contre parlons un peu du prix du room service et de la qualité de ce qui est servi … 50€ pour une assiette de poisson (trop cuit) et le pompom: 40€ pour une assiette de pâtes à la sauce tomate ! Immangeable car ultra compact   Ça s’appelle du vol !  Le petit dej est de la même qualité pour 80€ pour 3 personnes .  Mais HELP c’est quoi cette arnaque.  Encore une fois sous prétexte que ça s’appelle hôtel Marvel , on se permet de servir des produits réchauffés et de mauvaise qualité pour des prix plus qu’exorbitants",décembre,2021,France,None,décembre,2021,2,yes,fr,46.603354,1.8883335,None,None,None,None,None
Expérience Merveilleuse !,"Merveilleuse expérience ! Nous étions à Paris pendant six nuits avant notre séjour de trois nuits au DLP pour les vacances d'anniversaire de ma femme. Et le gamin en moi voulait côtoyer le super héros de mon enfance à l'Hôtel New York - Art of Marvel Nous sommes arrivés un peu avant midi le samedi de la mi-décembre. Un Cast Member nous a tout de suite accueillis et a pris nos valises en lieu sûr pendant le processus d'enregistrement. Nous sommes passés par la sécurité et avons fait scanner notre application AntiCovid (émise par la France). Nous sommes ensuite entrés dans le hall de l'hôtel sur le thème de Marvel. WOW! Nous avons rapidement posé pour des selfies avec le bouclier d'Ironman et Captain America et les illustrations d'animation Marvel. Après que notre excitation initiale ait diminué, nous nous sommes sentis quelque peu déçus qu'aucun membre de la distribution ne soit dans le hall pour nous accueillir ou…",décembre,2021,Colombie-Britannique, Canada,décembre,2021,5,yes,en,55.001251,-125.002441,Canada,North America,55.07581225,-124.79513191524445,Area C (Stuart Lake/Omineca Valley)
Très bon séjour,"Bien accueilli dès notre arrivée , service de bagagerie . Chambre propre avec café et thé à disposition . Grande piscine dommage jacuzzi ferme , terrain multisport super pour les fin de journée avec les ados .  Concierge qui nous a trouvé un restaurant pour dîner à la dernière minute .   Nous recommandons .  Seul bémol les travaux on du être fini à la hâte et quelque détail sont à revoir en chambre comme les lames de sol qui sont décalées par rapport au tapis .",décembre,2021,Antibes, France,décembre,2021,5,no,fr,43.5836,7.10905,None,None,None,None,None
Rien à dire ! PARFAIT,"L’accueil est chaleureux,  Le service conciergerie et bagagerie est au top, Les restaurants sont propres et respectent les protocoles sanitaires Covid (contrairement au restaurant du Disney village) La chambre était propre, Le petit déjeuner était un buffet copieux tout était délicieux On reviendra, tout était parfait rien ne nous a déçu",décembre,2021,Marseille, France,décembre,2021,5,yes,fr,43.2961743,5.3699525,France,Europe,43.2961612,5.3699277,Marseille
Super hôtel !!,"Hôtel magnifique !!! Chambre super propre et convivialité. Excitant entrez dans cet hôtel sur le thème Marvel. Vous ne serez pas déçu. Bien sûr le coût n'est pas accessible à tout le monde, mais comme mentionné ça vaut le coup ! A quelques pas des parcs Disney.",décembre,2021,Messine, Italie,décembre,2021,4,yes,it,38.1937571,15.5542082,Italie,Europe,38.193724950000004,15.554168128175696,Messine
j'appelle mais personne ne m'aide,"Je suis ici maintenant avec ma femme pour un court séjour dans ce magnifique hôtel mais je suis dans la chambre depuis 20h et j'ai appelé 4 fois à propos d'un problème avec la climatisation qui est très froide ils ont répondu nous aurons raison là mais après 4 heures presque personne ne nous assiste .... nous sommes à la mi-décembre et nous avons payé cher notre séjour ici et nous crevons de froid dans un hôtel de luxe, je suis vraiment dégoûté, eh bien pas mentionner qu'un hôtel de luxe comme ce papier toilette et déjà ouvert shampoing et gel douche déjà consommés et surtout la lumière ne s'allume pas à l'ouverture de la porte qui aujourd'hui ont n'importe quel hôtel 3 étoiles modeste ..... je me sens taquiné et moqué pour avoir appelé 4 fois mais 0 assistance ! !! A REJETER ABSOLUMENT",décembre,2021,None, None,décembre,2021,1,no,it,44.933143,7.540121,None,None,None,None,None
OH MON DIEU,OMG du moment où vous arrivez au moment où vous partez. Cet hôtel est une merveille de rêve pour les amoureux. Le lobby est magnifique avec de nombreuses possibilités de photos. L'hôtel sent incroyable partout. La rue plus sombre avait un très bon menu et le bar Skyline était fabuleux mais très mouvementé,décembre,2021,None, None,novembre,2021,5,yes,en,44.933143,7.540121,None,None,None,None,None
imbattable,"Hôtel récemment rénové et très confortable, à votre arrivée, ils vous donnent déjà les heures du petit-déjeuner, pour éviter les foules. À leur tour, ils gardent les valises que vous réclamez en arrivant du parc et ils vous emmènent eux-mêmes dans la chambre. Piscine chauffée idéale pour se reposer et se détendre après une journée au parc.Chambre très propre et spacieuse. Tout est parfait, l'hôtel est idéal pour aller avec des enfants ou des fans de Marvel, vous ne voyez que des détails partout",décembre,2021,Ténérife, Espagne,novembre,2021,5,no,es,28.2935785,-16.621447121144122,None,None,None,None,None
L'hôtel Mixed Bag Marvel,"Nous avons réservé deux nuits dans cette propriété Disney unique en son genre, sachant que pour nos deux garçons, ils auraient l'impression d'avoir trouvé une sorte de bande dessinée shangri-la. À la lumière de sa relative nouveauté et des protocoles de pandémie de la France, j'ai gardé mes attentes réalistes. De mon point de vue (c'est-à-dire le parent, c'est-à-dire le gars avec le portefeuille), l'expérience a été un sac totalement mitigé. Les attentes ont été dépassées, satisfaites, non satisfaites ou complètement anéanties selon le problème. DÉPASSÉ - l'atmosphère est tout simplement incroyable. Un hôtel de bande dessinée pourrait facilement sembler kitsch et bas. L'hôtel a rehaussé l'expérience avec des œuvres d'art d'artistes Marvel célèbres, des expériences interactives de héros et de photos et des graphismes à la pointe de la technologie (le Skyline Bar vaut certainement le détour). Et Spider Man a un…",décembre,2021,Lake Forest, Californie,novembre,2021,3,yes,en,42.2586461,-87.8407055,None,None,None,None,None
