dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
févr. 2020, En famille,Disneyland paris saison de la force,"Nous sommes allés à Disneyland pour la saison Star Wars de la force. Ce fut une grande expérience interactive qui vous a immergé dedans. La saison de la force propose des spectacles, des rencontres exclusives avec des personnages et des moments de plaisir pour toute la famille. Chaque expérience a été riche en détails pour la rendre plus immersive et interactive. L'une de ces expériences a été la première commande de mars qui a présenté la tempête soldats et le capitaine Fasma marchant. Ni plus ni moins. La rencontre avec les soldats de la tempête que vous trouverez sur la place du studio et avec Ray et Chewbacca étaient tous amusants et une expérience mémorable passionnante. Les personnages ont parfaitement rempli leurs rôles dans l'expérience de recrutement de premier ordre qui, à mon avis, est la meilleure de toutes. vous seriez recruté par Kylo Ren qui, bien que cela semble assez basique, est très très excitant. Il vous met vraiment dans la figure et les filles rigolent toutes quand elles sont recrutées. N'oubliez pas de vous habiller avec des vêtements Star Wars, vous aurez alors une meilleure chance d'être choisi pour monter sur scène. Le spectacle nocturne était magnifique, passionnant et épique à voir. Bien que je l'aie vraiment apprécié et que ce soit une expérience immersive formidable, j'avais quelques griefs généraux. Quand j'y suis allé je m'attendais un peu plus peut-être à un véhicule de Star Wars. Les salutations de rencontre avec les personnages étaient excellentes mais je ne pense pas qu'ils aient été les meilleurs personnages à choisir, par exemple vous aviez un rayon là-bas, mais j'aurais préféré Bubba Fett ou Skywalker. Quelques droïdes auraient rendu l'expérience bien meilleure. Le spectacle nocturne était bien fait et génial à voir, mais le but était légèrement déroutant et les parties du spectacle où les personnages sont réellement sortis sur scène étaient un peu décevantes, par exemple C-3PO et R2-D2 viennent littéralement et puis ils descendent sur la plate-forme. Pourquoi faire les costumes des personnages si vous n'allez pas utiliser les costumes de manière interactive ? Donc, en conclusion, ce fut une expérience très amusante qui vaut vraiment la peine d'être vue. Il a le potentiel d'être meilleur mais c'est toujours très bon.","Middlesbrough, UK",en,Écrit le 17 septembre 2020,"4,0 sur 5 bulles",yes
sept. 2020, En famille,De plus en plus déçu par Disneyland Studio,"Malheureusement comme beaucoup de personnes, nous sommes scandalisés de voir que le prix du parc est maintenu quand on voit le peu d'attractions à faire, et même niveau restaurants, à part Chez Rémy, il n'y a pas grand chose. Il n'y a que Ratatouille, la tour de la terreur, et Crush Coaster (dont le temps d'attente est hallucinant que cela soit avant ou pendant CO-VID...) dans les attractions intéressantes. Après il y a Cars, RC RACER, Slinky Dog, Tapis volants, et Toy Soldiers...  mais voilà, quoi...Avec toute la partie du parc fermée, et sans spectacle ... c'est loin de faire rêver. Je plains les gens qui prennent un jour / un parc avec ce parc... la boucle est vite bouclée. Même avant le virus, c'était de pire en pire, on fait des choses, mais on en enlève d'autres... ça part dans tous les sens. Ce parc n'a rien à voir avec Disneyland Paris, et encore moins avec ceux d' Orlando ou de Californie qu'on a pu faire....","Septemes-les-Vallons, France",fr,Écrit le 16 septembre 2020,"2,0 sur 5 bulles",no
sept. 2020 , En famille,Sylvain vous acceuille,"Difficile de rentrer dans le parc, il faut présenter 1 billet 1 réservation pour la journée 1 pièce d’identité et 1 mail de confirmation de la commande. En exprimant la difficulté associée , Sylvain guide d’accueil à Disney a eu ces mots : ce n’est pas notre problème, c’est à vous de vous organiser ... compris Sylvain et merci à toi ","Montrouge, France",fr,None,"1,0 sur 5 bulles",no
sept. 2020 , En famille,déçu ,la moitie du parc ferme certaines atteactions teansformer en prise de photo. le spectacle de vl armagedon le bus studio qui deambuler dans des reconstituion tout fermer. ne reste plus que ratatouille stich et nemo .....,"Draguignan, France",fr,Écrit le 11 septembre 2020,"3,0 sur 5 bulles",no
août 2020 , En famille,Pauvre,"Il faut toujours comparer le service reçu avec le montant payé. Dans ce cas j'étais très mécontent. Un bon pourcentage d'attractions fermées, de kiosques fermés, d'applications pour réserver des files d'attente !! Oui, il faut télécharger une application pour réserver sa place en file.. le problème c'est que le service est sous-dimensionné et les places se sont épuisées en moins d'1 minute.. JE NE LA RETENIRAIS PAS ET JE LA RECOMMANDE SINCÈREMENT Avec cet argent vous pouvez faire beaucoup plus, plus beau et amusant avec vos familles.","Imola, Italie",it,None,"2,0 sur 5 bulles",no
oct. 2019, En famille,Pour que perdure la magie !,Un excellent moyen de faire durer la magie . Rêves assurés pour les grands comme les petits.Enjoy !,"Paris, France",fr,Écrit le 4 septembre 2020,"5,0 sur 5 bulles",no
août 2020 , En famille,Super attractions,"Dans ce deuxième parc il y a des attractions qui ne ressemblent pas à ce qu'in trouve dans les autres parcs.Avec les ados crush coaster, rc racer, hotel tower ont eu la côte.J'ai beaucoup aimé l'attraction et l'univers Ratatouille, les décors sont vraiment magnifiques","Beauvais, France",fr,Écrit le 26 août 2020,"5,0 sur 5 bulles",no
août 2020 , En famille,Génial ,Toutes les attractions sont génial.Une seule remarque c’est la personne assez âgée qui s’occupe de le tour de la terreur qui m’a fait une remarque désobligeante j’étais vexé par rapport à mon poids sinon j’ai adoré et ma femme aussi. ,78 contributions,fr,None,"5,0 sur 5 bulles",no
août 2020 , En famille,La moitié du parc est fermée,"La moitié du parc des Studios est fermée pour maintenance. En haute saison ! Et pas de spectacle, même si cela semble être le cas, mais lorsque vous faites la queue, vous découvrez qu'il n'y a que des sessions fofo. Les billets sont tout aussi chers. Les attractions ouvertes sont à l'épreuve du corona. Les files d'attente sont bien organisées et de bonnes stations de désinfection des mains partout J'ai été déçu que si peu soient ouvertes","Krommenie, Pays-Bas",nl,None,"2,0 sur 5 bulles",no
août 2020 , En couple,pas intéressant...,"on y retournera pas. pas intéressant, que des boutiques partout. ça ne vaut pas le prix de billet...","Asnieres-sur-Seine, France",fr,None,"1,0 sur 5 bulles",no
août 2020 , En couple,Génialissime ,Lieu incontournable pour les familles.Un bonheur à chaque visite pour petits et grands.Tout est fait pour vous transporter dans leur univers,"Avignon, France",fr,Écrit le 26 août 2020,"5,0 sur 5 bulles",no
août 2020 , En famille,Petit,"Malgré Corona, les mesures sont bonnes tant dans les Studio Tours que dans le parc. Personnellement, je pense qu'il y a aussi 2 à 3 manèges pour les adultes, le reste est plutôt pour les plus jeunes. J'aurais quand même aimé qu'il soit plus grand. Vous n'avez même pas besoin d'une demi-journée et vous en avez fini avec les manèges. Dommage.","Voehringen, Allemagne",de,None,"3,0 sur 5 bulles",no
août 2020, En famille,Genial,"Pendant le covid nous nous sommes régalés car les temps d’attentes étaient raccourcis. Nous avons pu faire 4 fois ratatouille, 2 fois les parachutes, 3 fois les tapis volant, 2 fois Crush Coaster etc... un régale même si le port du masque est obligatoire pendant toute la durée de notre visite on finit par L’oublier, et il y des bornes de gel hydro alcoolique de partout donc impossible de ne pas pouvoir se désinfecter les mains.","Clapiers, France",fr,Écrit le 20 août 2020,"4,0 sur 5 bulles",no
août 2020, En famille,Un Studio qui doit rapidement passer au F5 avec les chantiers actuels,"Amputé d'une partie importante de ses attractions, ce parc est toujours une plus value au site Disneyland. Mais il mériterait d'autres ajustements. J'ai toujours trouvé le parc Studio comme un parc de second rang mis à part l'apport de la zone Ratatouille unique au monde et une attraction moderne pour toute la famille. Depuis les travaux sur presque la moitié du parc, le retrait d'autres attractions en raison du covid, j'étais plus que dubitatif. Mais nos ados voulaient vraiment y consacrer du temps et surtout faire l'attraction sur le thème de Nemo et son ride haut en sensation. Idem de la tour de la terreur. Le parc en cette période est le moins fréquenté des deux à Paris mais l'attraction Crush Cluster rassemble une grande partie du public. En trois jours, la file d'attente n'est pas descendue en dessous de  20 min. Mes grands enfants ont vraiment aimés l'attraction. Même le moins avide de sensation s'est laissé emporté. L'autre attraction phare est Ratatouille. Nous n'avons pas vu plus de 10 min de queue en trois jours malgré le 15 aout et avons pu multiplier les passages. Le ride a changé ? C'est c'est qu'il nous a semblé. Il n'y a plus non plus la projection d'eau dans la cuisine. Dommage ! Et cela secoue curieusement pas mal donnant parfois un peu le tournis. Je n'avais pas ce souvenir. Mais tout le monde a aimé cette attraction. J'ai toujours eu du mal avec la zone Toy Story qui à mon sens semble en dehors de la féerie Disney. Mais comme nous avions le temps, nous avons pu nous y attarder. La 'chenille' a bien plus à ma fille de 8 ans. Tandis que les deux autres attractions à sensation ont plu à mes grands. La tour de la terreur a été réalisé par mes plus grands. Ils ont aimé l'ambiance et comment l'aventure est déployée. Après, cela secoue bien les tripes et il faut éviter cette attraction après manger. En parlant de manger, justement, c'est aussi ce qui pêche dans ce parc. A part l'espace d'accueil avec des burgers, il n'y a aucun restaurant même rapide dans le parc. Du côté le plus à l'ouest nous avons découvert l'attraction avec Lilo et Stitch. C'était une première. Et sincèrement c'est bien mené et plaisant. Bravo à l'acteur qui donne vie au personnage et reste dans l'ombre. Il a du talent pour amuser petits et grands. En dehors de cela, le parc est vide. Ah non, il y a eu la surprise de pouvoir rencontrer les personnages principaux de Frozen. Anna et Elsa ainsi que Kristoff et Sven (ok il est un peu givré mais bien présent). Je pensais m'ennuyer en accompagnant ma fille mais nous avons découvert des décors magnifiques où évoluent les personnages et surtout des 'comédiens' qui sont vraiment dans les personnages et tente de faire plaisir à chaque enfant ou adulte qui sera là. Chaque famille a une bonne minute avec le personnage puis une aussi avec les princesses. C'est parfaitement organisé et finalement jouissif. Merci aux comédiens ! Une mention particulière à Kristoff plus vrai que nature !Seul hic, il faut s'inscrire sur une application mobile. Et c'est presque mission impossible. Toutes les places sont réservées en 30 sec et avec SFR, l'application plantait à chaque tentative. Pour la dernière session, nous avons tenté avec 5 téléphones dans 5 endroits différents et avons pu obtenir un pass. Il faut revoir ce système ! Avec pourquoi pas des inscriptions lors de la réservation des séjours. Nous avons pu voir Olaf plus tard au point selfie en salle. Tout aussi fun que Kristoff mais ne parlant pas. Dommage. Il est vraiment regrettable que la nouvelle zone Cars n'ait pas pu être ouverte pour cet été. Dommage aussi que ce ne soit pas le ride existant aux USA qui soit construit car cela aurait vraiment valorisé ce parc. Vivement aussi l'ouverture de la zone Frozen et la fin des travaux sur la zone Avengers même si je suis moins fan.","Lyon, France",fr,Écrit le 20 août 2020,"4,0 sur 5 bulles",no
août 2020, En couple,as eviter,"park n'ayant que la moitié des attraction (coté marvel fermé), et le peu qui reste sont trés limité......spectacle annulé, par contre le prix reste le méme....une veritable arnaque",5 contributions,fr,Écrit le 17 août 2020,"1,0 sur 5 bulles",no
août 2020, En couple,Une belle visite malgré Corona,"Malgré Corona, vous êtes accueilli très amicalement et chaleureusement ici. Les mesures d'hygiène sont excellentes et beaucoup d'efforts sont faits ici.","St. Wendel, Allemagne",de,None,"5,0 sur 5 bulles",no
août 2020 , En couple,Bien mais un peu trop petit. ,"Très bon parc, les attractions sont top, le protocole Covid 19 est le même que celui de Disney, parfait.Le parc est quand même nettement plus petit que son voisin, faisable dans la journée.  ","Mauvaisin, France",fr,Écrit le 15 août 2020,"4,0 sur 5 bulles",no
mars 2020, Entre amis,Disney n'a pas de parole ! Attention au forfait que vous achetez !!!!,"J'ai offert à mes enfants 3 billets pour le parc et le transport par bus : 329€. Suite à un empêchement sérieux pour ma belle-fille, on lui a dit que je serais remboursée si j'achetais 3 autres billets à une autre date. Ce que j'ai fait, mais le transport n'existait pas dans le nouveau forfait, donc la somme était moindre :276€.  Ne trouvant rien d'autre à acheter chez Disney pour la différence, j'ai demandé qu'on me rembourse 276€. Après de nombreux échanges de mails et des heures au téléphone, on m'a dit que le remboursement allait être fait, puis que finalement on ne me rembourserait pas parce que la somme réinvestie était inférieure à la première ! Pourquoi ne pas l'avoir dit dès le départ ? J'aurais économisé 276€ !!!!Mais Picsou est ravi, il a encaissé 605€ pour trois billets, sans transport !  Vive le sens des affaires ! Nous n'y remettrons pas les pieds bien sûr.",3 contributions,fr,None,"1,0 sur 5 bulles",no
